region	resource	free	provider_name	provider_addloc	address	city	state	zip	lat	lon	contact	call_in_advance	email	instructions	web_link	status	mon	tues	wed	thr	fri	sat	sun	public	seniors	children	homeless	clients	uninsured	residents	quality_check_complete	last_update	updated_by	week_1	week_2	week_3	week_4	week_5
santa_clara_county	Core Service Agency	1	Social Services Agency				CA	0			(877) 962-3633		""	""	https://www.mybenefitscalwin.org/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Core Service Agency	1	St. Patrick's Church		721 Main St Watsonville, CA 95076		CA	0			(831) 724-1317		""	""	http://www.spatricks.org		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Core Service Agency	1	Watsonville Catholic Charities		217 E Lake Ave Watsonville, CA 95076		CA	0			(831) 722-2675		""	""			Call for details	Call for details	Call for details	Call for details	Call for details	Call for details	Call for details	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Core Service Agency	1	Salvation Army Watsonville		214 Union Street Watsonville, CA 95076		CA	0			(831) 724-3922		""	""	https://watsonville.salvationarmy.org/?_ga=2.186905448.173710564.1587403929-587512287.1587403929		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
contra_costa_county	Core Service Agency	1	Bay Area Rescue Mission		2114 Macdonald Avenue, Richmond, CA 94801	Richmond	CA	0			(510) 215-4873		""	""			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_clara_county	Core Service Agency	1	Sunnyvale Community Services				CA	0					""	""	https://svcommunityservices.org/		Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	Call Number	0	0	0	0	0	0	0	0			""	""	""	""	""
san_mateo_county	Domestic Violence	1	Community Overcoming Relationship Abuse				CA	0			(800) 300-1080		""	""	https://www.corasupport.org/covid19/		Toll free 24-hour hotline: (800) 300-1080	Toll free 24-hour hotline: (800) 300-1080	Toll free 24-hour hotline: (800) 300-1080	Toll free 24-hour hotline: (800) 300-1080	Toll free 24-hour hotline: (800) 300-1080	Toll free 24-hour hotline: (800) 300-1080	Toll free 24-hour hotline: (800) 300-1080	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Financial	1	Community Bridges	La Manzana	521 Main Street Watsonville, California 95076		CA	0			(831) 724-2997		""	""	https://communitybridges.org/lmcr/		Monday-Friday, 9-12, 1-4:30pm	Monday-Friday, 9-12, 1-4:30pm	Monday-Friday, 9-12, 1-4:30pm	Monday-Friday, 9-12, 1-4:30pm	Monday-Friday, 9-12, 1-4:30pm	Monday-Friday, 9-12, 1-4:30pm	Monday-Friday, 9-12, 1-4:30pm	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Financial	1	Community Bridges	Live Oak	1740 17th Ave, Santa Cruz, CA 95062	Santa Cruz	CA	0			(831) 476-7284		""	""	https://communitybridges.org/covid19/		Monday-Thursday, 9-12, 1-5pm	Monday-Thursday, 9-12, 1-5pm	Monday-Thursday, 9-12, 1-5pm	Monday-Thursday, 9-12, 1-5pm	Monday-Thursday, 9-12, 1-5pm	Monday-Thursday, 9-12, 1-5pm	Monday-Thursday, 9-12, 1-5pm	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Financial	1	Community Bridges	Mountain	6134 Hwy 9, Felton, CA 95018	Felton	CA	0			(831) 335-6600		""	""	https://communitybridges.org/covid19/		Monday-Thursday, 9-12, 1-4pm	Monday-Thursday, 9-12, 1-4pm	Monday-Thursday, 9-12, 1-4pm	Monday-Thursday, 9-12, 1-4pm	Monday-Thursday, 9-12, 1-4pm	Monday-Thursday, 9-12, 1-4pm	Monday-Thursday, 9-12, 1-4pm	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Financial	1	Community Bridges	Nueva Vista	711 E Cliff Dr, Santa Cruz, CA 95060	Santa Cruz	CA	0			(831) 423-5747		""	""	https://communitybridges.org/covid19/		Monday-Friday, 9-1pm, 2-5:30pm	Monday-Friday, 9-1pm, 2-5:30pm	Monday-Friday, 9-1pm, 2-5:30pm	Monday-Friday, 9-1pm, 2-5:30pm	Monday-Friday, 9-1pm, 2-5:30pm	Monday-Friday, 9-1pm, 2-5:30pm	Monday-Friday, 9-1pm, 2-5:30pm	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Financial	1	Catholic Charities Diocese				CA	0			(831) 722-2675		""	""	https://catholiccharitiesdom.org/family-supportive-services/		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Financial	1	Community Action Board		406 Main St Ste. 207 Watsonville, CA 95076		CA	0			8317632147210(831) 457-1741		""	""			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			""	""	""	""	""
santa_cruz_county	Financial	1	San Augustin Church		257 Glenwood Dr., Scotts Valley		CA	0			(831) 423-0878		""	""			Wednesdays, 12pm-2pm	Wednesdays, 12pm-2pm	Wednesdays, 12pm-2pm	Wednesdays, 12pm-2pm	Wednesdays, 12pm-2pm	Wednesdays, 12pm-2pm	Wednesdays, 12pm-2pm	0	0	0	0	0	0	0	0			""	""	""	""	""
alameda_county	Groceries	1	Alameda Food Bank		650 West Ranger Avenue, Alameda, CA, 94501	Alameda, CA	CA	0			(510) 523-5850	No	""	""	http://www.alamedafoodbank.org/	Open	12:00 PM - 5:00 PM	0	12:00 PM - 5:00 PM	0	12:00 PM - 5:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
alameda_county	Groceries	1	Alameda County Community Food Bank	College of Alameda	555 Ralph Appezzato Mem. Pkwy, Alameda, CA, 94501	Alameda, CA	CA	0			(510) 635-3663	Yes	""	""	https://alameda.peralta.edu/alameda-county-community-food-bank/	Open	2nd Tuesday: 12:00 pm - 2:30 pm; 4th Tuesday: 12:00 pm - 2:30 pm	2nd Tuesday: 12:00 pm - 2:30 pm; 4th Tuesday: 12:00 pm - 2:30 pm	2nd Tuesday: 12:00 pm - 2:30 pm; 4th Tuesday: 12:00 pm - 2:30 pm	2nd Tuesday: 12:00 pm - 2:30 pm; 4th Tuesday: 12:00 pm - 2:30 pm	2nd Tuesday: 12:00 pm - 2:30 pm; 4th Tuesday: 12:00 pm - 2:30 pm	2nd Tuesday: 12:00 pm - 2:30 pm; 4th Tuesday: 12:00 pm - 2:30 pm	2nd Tuesday: 12:00 pm - 2:30 pm; 4th Tuesday: 12:00 pm - 2:30 pm	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
alameda_county	Groceries	1	Project Outreach Inc.		1628 Seminary Ave Oakland CA 94605		CA	0				No	""	""		Closed	0	0	0	10:30 AM -11:30 AM	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
alameda_county	Groceries	1	Berkeley Food Network		615 El Camino Real, Greenfield, CA	Greenfield	CA	0			(510) 616-5383	No	""	""	https://berkeleyfoodnetwork.org/	Closed	10:00 AM - 2:00 PM; MONDAY, WEDNESDAY	10:00 AM - 2:00 PM; MONDAY, WEDNESDAY	10:00 AM - 2:00 PM; MONDAY, WEDNESDAY	10:00 AM - 2:00 PM; MONDAY, WEDNESDAY	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
alameda_county	Groceries	1	Faith Lutheran Church		20080 Redwood Road, Castro Valley, CA 94546	Castro Valley	CA	0			(510) 582-0818	No	""	""	https://www.flccv.org/?q=content/food-pantry	Closed	0	0	0	7:00 PM - 8:00 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	SA	""	""	""	""	""
alameda_county	Groceries	1	Tri-City Volunteers		37350 Joseph St, Fremont, CA 94536	Fremont	CA	0			(510) 793-4583	No	""	""	https://www.tri-cityvolunteers.org/services/	Open	9:30 AM - 2:30 PM	9:30 AM - 2:30 PM	9:30 AM - 2:30 PM	9:30 AM - 2:30 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-27T00:00:00Z	SA	""	""	""	""	""
alameda_county	Groceries	1	Telegraph Community Center		5316 Telegraph Ave, Oakland, CA 94609	Oakland	CA	0			(510) 961-4385	No	""	""	http://www.telegraphcenter.com/food-pantry/	Open	0	0	6:00 PM - 7:30 PM	0	10:00 AM - 2:00 PM;	0	0	0	0	0	0	0	0	0	0	2020-04-26T00:00:00Z	SA	""	""	""	""	""
alameda_county	Groceries	1	Hope 4 the Heart		22035 Meekland Ave, Hayward, CA 94544	Hayward	CA	0				No	""	""	https://www.facebook.com/hope4theheart/	Open	0	12:30 PM	12:30 PM	12:30 PM	0	0	0	0	0	0	0	0	0	0	0	2020-04-27T00:00:00Z	SA	""	""	""	""	""
alameda_county	Groceries	1	Ashland Village Mobile Pantry		1300 Kentwood Lane, San Leandro, CA 94578	San Leandro	CA	0				No	""	""	http://foodnow.net/location/ashland-village-mobile-pantry/	Closed	"3rd Tuesday:
2:00 pm - 4:00 pm"	"3rd Tuesday:
2:00 pm - 4:00 pm"	"3rd Tuesday:
2:00 pm - 4:00 pm"	"3rd Tuesday:
2:00 pm - 4:00 pm"	"3rd Tuesday:
2:00 pm - 4:00 pm"	"3rd Tuesday:
2:00 pm - 4:00 pm"	"3rd Tuesday:
2:00 pm - 4:00 pm"	0	0	0	0	0	0	0	0	2020-04-27T00:00:00Z	SA	""	""	""	""	""
alameda_county	Groceries	1	Salvation Army	Hayward Corps	430 A St, Hayward, CA 94541	Hayward	CA	0			(510) 581-6444	No	""	""	https://www.facebook.com/haywardcorps/services/?ref=page_internal	Open	"Tuesday - Thursday: 10:00 am - 4:00 pm;
3rd Wednesday: 12:00 pm - 2:00 pm"	"Tuesday - Thursday: 10:00 am - 4:00 pm;
3rd Wednesday: 12:00 pm - 2:00 pm"	"Tuesday - Thursday: 10:00 am - 4:00 pm;
3rd Wednesday: 12:00 pm - 2:00 pm"	"Tuesday - Thursday: 10:00 am - 4:00 pm;
3rd Wednesday: 12:00 pm - 2:00 pm"	"Tuesday - Thursday: 10:00 am - 4:00 pm;
3rd Wednesday: 12:00 pm - 2:00 pm"	"Tuesday - Thursday: 10:00 am - 4:00 pm;
3rd Wednesday: 12:00 pm - 2:00 pm"	"Tuesday - Thursday: 10:00 am - 4:00 pm;
3rd Wednesday: 12:00 pm - 2:00 pm"	0	0	0	0	0	0	0	0	2020-04-27T00:00:00Z	SA	""	""	""	""	""
alameda_county	Meal	1	Salvation Army	Hayward Corps	430 A St, Hayward, CA 94541	Hayward	CA	0			(510) 581-6444	No	""	""	https://www.facebook.com/haywardcorps/services/?ref=page_internal	Open	12:30 PM - 2:00 PM; SUNDAY	12:30 PM - 2:00 PM; SUNDAY	12:30 PM - 2:00 PM; SUNDAY	12:30 PM - 2:00 PM; SUNDAY	12:30 PM - 2:00 PM; SUNDAY	0	0	0	0	0	0	0	0	0	0	2020-04-27T00:00:00Z	SA	""	""	""	""	""
alameda_county	Groceries	1	Salvation Army	Oakland Garden Center Corps	2794 Garden St Oakland, CA 94601		CA	0			(510) 383-9300	No	""	""	https://oaklandgarden.salvationarmy.org/oakland_garden/cure-hunger/	Open	11:00 AM - 1:00 PM	0	11:00 AM - 1:00 PM	0	11:00 AM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-25T00:00:00Z		""	""	""	""	""
alameda_county	Groceries	1	Salvation Army	Tri-City Corps	36700 Newark Blvd Newark, CA		CA	0			510(793) 631-9203	Yes	""	""	https://www.facebook.com/Tsatricities/services/?ref=page_internal	Open	9:00 AM - 11:00 AM; 3RD FRIDAY	0	9:00 AM - 11:00 AM; 3RD FRIDAY	0	9:00 AM - 11:00 AM; 3RD FRIDAY	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
alameda_county	Meal	1	Salvation Army	Tri-City Corps	36700 Newark Blvd Newark, CA		CA	0			510(793) 631-9203	No	""	""	https://www.facebook.com/Tsatricities/services/?ref=page_internal	Open	0	0	12:00 PM - 1:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_mateo_county	Groceries	1	Ecumenical Hunger Program		2411 Pulgas Ave, East Palo Alto, CA 94303	East Palo Alto	CA	0			(650) 323-7781	No	""	""	https://www.ehpcares.org/	Open	"Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm"	"Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm"	"Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm"	"Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm"	"Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm"	"Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm"	"Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm"	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_mateo_county	Groceries	1	WeHOPE	Samaritan House South	1852 Bay Road, East Palo Alto, CA 94303	East Palo Alto	CA	0			(650) 779-4635	No	""	""	https://www.wehope.org/programs/family-harvest	Open	0	12:00 PM - 2:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-28T00:00:00Z	SA	""	""	""	""	""
san_mateo_county	Groceries	1	Nuestra Casa	1842 W. Bayshore Rd, East Palo Alto	1842 W. Bayshore Rd, East Palo Alto, CA 94303	East Palo Alto	CA	0			(650) 330-7411	No	""	""	https://www.nuestracasa.org/s/03262020_Food_English.pdf	Open	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	0	0	0	0	0	0	0	0	2020-04-29T00:00:00Z	SA	""	""	""	""	""
san_mateo_county	Groceries	1	Nuestra Casa	4 Newell Ct, East Palo Alto, CA 94303	4 Newell Ct, East Palo Alto, CA 94303	East Palo Alto	CA	0			(650) 330-7411	No	""	""	https://www.nuestracasa.org/s/03262020_Food_English.pdf	Open	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm	0	0	0	0	0	0	0	0	2020-04-29T00:00:00Z	SA	""	""	""	""	""
san_mateo_county	Groceries	1	Nuestra Casa	1991 Manhattan Ave, East Palo Alto	1991 Manhattan Ave, East Palo Alto, CA 94303	East Palo Alto	CA	0			(650) 330-7411	No	""	""	https://www.nuestracasa.org/s/03262020_Food_English.pdf	Open	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	0	0	0	0	0	0	0	0	2020-04-29T00:00:00Z	SA	""	""	""	""	""
san_mateo_county	Groceries	1	Nuestra Casa	445 East Okeefe St, East Palo Alto	445 East Okeefe St, East Palo Alto, CA 94303	East Palo Alto	CA	0			(650) 330-7411	No	""	""	https://www.nuestracasa.org/s/03262020_Food_English.pdf	Open	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	0	0	0	0	0	0	0	0	2020-04-29T00:00:00Z	SA	""	""	""	""	""
san_mateo_county	Groceries	1	Nuestra Casa	1928 Cooley Ave, East Palo Alto	1928 Cooley Ave, East Palo Alto, CA 94303	East Palo Alto	CA	0			(650) 330-7411	No	""	""	https://www.nuestracasa.org/s/03262020_Food_English.pdf	Open	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm	0	0	0	0	0	0	0	0	2020-04-29T00:00:00Z	SA	""	""	""	""	""
san_mateo_county	Groceries	1	Nuestra Casa	Light Tree Apartents	1805 E Bayshore Road #100, East Palo Alto, CA 94303	East Palo Alto	CA	0			(650) 330-7411	No	""	""	https://www.nuestracasa.org/s/03262020_Food_English.pdf	Open	1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm	1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm	1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm	1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm	1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm	1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm	1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm	0	0	0	0	0	0	0	0	2020-04-29T00:00:00Z	SA	""	""	""	""	""
san_mateo_county	Groceries	1	Nuestra Casa	Polly Ana Apartments	770 9th Avenue, Redwood City, CA 94063	Redwood City	CA	0			(650) 330-7411	No	""	""	https://www.nuestracasa.org/s/03262020_Food_English.pdf	Open	2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm	2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm	2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm	2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm	2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm	2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm	2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm	0	0	0	0	0	0	0	0	2020-04-29T00:00:00Z	SA	""	""	""	""	""
san_mateo_county	Groceries	1	Boys and Girls Club	Peninsula	2031 Pulgas Ave, East Palo Alto		CA	0			(650) 646-6122	No	""	""	https://www.bgcp.org/covid19	Open	0	0	0	0	6:00 PM - 7:00 PM	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
san_mateo_county	Groceries	1	Boys and Girls Club	Central Community School	1109 Hilton St Redwood City		CA	0			(650) 646-6124	No	""	""	https://www.bgcp.org/covid19	Open	0	0	6:00 - 7:00 PM	0	0	0	0	0	0	0	0	0	0	0	0	2020-04-30T00:00:00Z	CH	""	""	""	""	""
