region,resource,free,provider_name,provider_addloc,address,city,state,zip,lat,lon,contact,call_in_advance,email,cuisine,instructions,offers,notes,web_link,twitter,instagram,facebook,local,status,mon,tues,wed,thr,fri,sat,sun,sp_mon,sp_tues,sp_wed,sp_thr,sp_fri,sp_sat,sp_sun,special_hours,order_online,pay_online,must_preorder,in_store,in_store_pickup,curbside,drive_thru,delivery,farm_pickup,farmers_market,business_closed,discount_medical,meal_student,meal_senior,meal_public,family_meal,free_produce,free_groceries,public,seniors,children,homeless,clients,uninsured,residents,ebt_online,ebt_phone,quality_check_complete,last_update,updated_by,week_1,week_2,week_3,week_4,week_5,SNAP,WIC
alameda_county,meal,1,Castro Valley Unified School District,Stanton Elementary School,2644 Somerset Ave,Castro Valley,CA,94546,37.7005523,-122.0936006,(510) 537-3000,0,superintendant: superintendent@cv.k12.ca.us,,,,2 lunches and 2 breakfasts,https://www.cv.k12.ca.us/,,,,0,1,11:30:00 AM - 12:30:00 PM,0,11:30:00 AM - 12:30:00 PM,0,11:30:00 AM - 12:30:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Dublin Unified,Dublin High,7471 Larkdale Avenue,Dublin,CA,94568,37.7163139,-121.9307045,NA,0,webmaster@dublinusd.org,,,,Order online district website. Student must be present,https://www.dublin.k12.ca.us/cms/lib/CA01001424/Centricity/Domain/1/Grab%20and%20Go%20Lunch%20wk%205.pdf,,,,0,1,10:00:00 AM - 12:00:00 PM,10:00:00 AM - 12:00:00 PM,10:00:00 AM - 12:00:00 PM,10:00:00 AM - 12:00:00 PM,10:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Dublin Unified,Eleanor Murray Fallon Middle School,3601 Kohnen Way,Dublin,CA,94568,37.7154653,-121.8673155,NA,0,webmaster@dublinusd.org,,,,Order online district website. Student must be present,https://www.dublin.k12.ca.us/cms/lib/CA01001424/Centricity/Domain/1/Grab%20and%20Go%20Lunch%20wk%205.pdf,,,,0,1,10:00:00 AM - 12:00:00 PM,10:00:00 AM - 12:00:00 PM,10:00:00 AM - 12:00:00 PM,10:00:00 AM - 12:00:00 PM,10:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Emery Unified,Emeryville Center of Community Life/High School,1100 47th Street,Emeryville,CA,94608,37.835665,-122.281626,NA,0,lisa.taymuree@emeryusd.org,,,,"Mondays (3 lunch + 3 breakfast), Thursdays (2 lunch + 2 breakfast) BRING A BAG OR COOLER",http://emeryusd.k12.ca.us/blog/food-service-support/,,,,0,1,10:00:00 AM - 12:00:00 PM,0,0,10:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Fremont Unified,Cabrillo Elementary School-4/27-5/1,36700 San Pedro Dr,Fremont,CA,94536,37.5520877,-122.0249502,NA,0,fuss4schools@gmail.com,,,,Mondays (2 breakfasts & 2 lunches) Wednesdays (3 breakfasts & 3 lunches) Face coverings required,https://www.fuss4schools.org/lunch-sandwiches-for-fusd-students-3-16-2020-3-27-2020/,,,,0,1,10:00:00 AM - 11:00:00 AM,0,10:00:00 AM - 11:00:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Fremont Unified,Irvington High School-4/27-5/1,41800 Blacow Rd,Fremont,CA,94560,37.5440353,-122.0133938,NA,0,fuss4schools@gmail.com,,,,Mondays (2 breakfasts & 2 lunches) Wednesdays (3 breakfasts & 3 lunches) Face coverings required,https://www.fuss4schools.org/lunch-sandwiches-for-fusd-students-3-16-2020-3-27-2020/,,,,0,1,10:00:00 AM - 12:00:00 PM,0,10:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Fremont Unified,Kennedy High School-4/27-5/1,39999 Blacow Rd,Fremont,CA,94538,37.528581,-121.983517,NA,0,fuss4schools@gmail.com,,,,Mondays (2 breakfasts & 2 lunches) Wednesdays (3 breakfasts & 3 lunches) Face coverings required,https://www.fuss4schools.org/lunch-sandwiches-for-fusd-students-3-16-2020-3-27-2020/,,,,0,1,10:00:00 AM - 12:00:00 PM,0,10:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Fremont Unified,Washington High School-4/27-5/1,38442 Fremont Blvd,Fremont,CA,94555,37.5533674,-121.993815,NA,0,fuss4schools@gmail.com,,,,Mondays (2 breakfasts & 2 lunches) Wednesdays (3 breakfasts & 3 lunches) Face coverings required,https://www.fuss4schools.org/lunch-sandwiches-for-fusd-students-3-16-2020-3-27-2020/,,,,0,1,10:00:00 AM - 12:00:00 PM,0,10:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Fremont Unified,Bombay Pizza -4/27-5/1,4922 Paseo Padre Parkway,Fremont,CA,94536,37.5632517,-122.0044444,NA,0,fuss4schools@gmail.com,,,,no details available,https://www.fuss4schools.org/lunch-sandwiches-for-fusd-students-3-16-2020-3-27-2020/,,,,0,1,12:00:00 PM - 2:00:00 PM,0,12:00:00 PM - 2:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Fremont Unified,Curry Pizza House-4/27-5/1,39070 Fremont Blvd,Fremont,CA,94538,37.5479973,-121.9875031,NA,0,fuss4schools@gmail.com,,,,no details available,https://www.fuss4schools.org/lunch-sandwiches-for-fusd-students-3-16-2020-3-27-2020/,,,,0,1,12:00:00 PM - 2:00:00 PM,12:00:00 PM - 2:00:00 PM,12:00:00 PM - 2:00:00 PM,12:00:00 PM - 2:00:00 PM,12:00:00 PM - 2:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Fremont Unified,Joe's Corner-4/27-5/1,37713 Niles Blvd,Fremont,CA,94536,37.5763123,-121.9764793,NA,0,fuss4schools@gmail.com,,,,no details available,https://www.fuss4schools.org/lunch-sandwiches-for-fusd-students-3-16-2020-3-27-2020/,,,,0,1,11:00:00 AM - 2:00:00 PM,11:00:00 AM - 2:00:00 PM,11:00:00 AM - 2:00:00 PM,11:00:00 AM - 2:00:00 PM,11:00:00 AM - 2:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Fremont Unified,Milk and Honey-4/27-5/1,34265 Fremont Blvd,Fremont,CA,94539,37.4988201,-121.9487152,NA,0,fuss4schools@gmail.com,,,,no details available,https://www.fremont.k12.ca.us/pf4/cms2/news_themed_display?id=1584349073623,,,,0,1,0,12:00:00 PM - 2:00:00 PM,12:00:00 PM - 2:00:00 PM,12:00:00 PM - 2:00:00 PM,12:00:00 PM - 2:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Fremont Unified,Subway Sandwich-4/27-5/1,1980 Driscoll Rd,Fremont,CA,94537,37.5426768,-121.947053,NA,0,fuss4schools@gmail.com,,,,no details available,https://www.fuss4schools.org/lunch-sandwiches-for-fusd-students-3-16-2020-3-27-2020/,,,,0,1,12:00:00 PM - 1:30:00 PM,12:00:00 PM - 1:30:00 PM,12:00:00 PM - 1:30:00 PM,12:00:00 PM - 1:30:00 PM,12:00:00 PM - 1:30:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Fremont Unified,Closed until May 3 - TECO Tea & Coffee Bar,39030 Paseo Padre Parkway,Fremont,CA,94536,37.554357,-121.9806862,NA,0,fuss4schools@gmail.com,,,,no details available,https://www.fuss4schools.org/lunch-sandwiches-for-fusd-students-3-16-2020-3-27-2020/,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Hayward Unified,Cherryland Elementary,456 Laurel Ave.,Hayward,CA,94541,37.6723518,-122.0945785,(510) 723-3890,0,mwayne@husd.k12.ca.us,,,,Children DO NOT NEED to be present and NO identification is required.,https://haywardusd-ca.schoolloop.com/fs,,,,0,1,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Hayward Unified,Fairview Elementary,23515 Maud Ave.,Hayward,CA,94541,37.66882,-122.0808,(510) 723-3890,0,mwayne@husd.k12.ca.us,,,,Children DO NOT NEED to be present and NO identification is required.,https://haywardusd-ca.schoolloop.com/fs,,,,0,1,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Hayward Unified,Hayward High School,1633 East Ave.,Hayward,CA,94541,37.6729602,-122.0722469,(510) 723-3890,0,mwayne@husd.k12.ca.us,,,,Children DO NOT NEED to be present and NO identification is required.,https://haywardusd-ca.schoolloop.com/fs,,,,0,1,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Hayward Unified,Longwood Elementary,850 Longwood Ave.,Hayward,CA,94541,37.6590006,-122.1101531,(510) 723-3890,0,mwayne@husd.k12.ca.us,,,,Children DO NOT NEED to be present and NO identification is required.,https://haywardusd-ca.schoolloop.com/fs,,,,0,1,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Hayward Unified,Mt. Eden High School,2300 Panama Street,Hayward,CA,94545,37.6237799,-122.0899998,(510) 723-3890,0,mwayne@husd.k12.ca.us,,,,Children DO NOT NEED to be present and NO identification is required.,https://haywardusd-ca.schoolloop.com/fs,,,,0,1,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Hayward Unified,Park Elementary,411 Larchmont Street,Hayward,CA,94544,37.6540961,-122.0930841,(510) 723-3890,0,mwayne@husd.k12.ca.us,,,,Children DO NOT NEED to be present and NO identification is required.,https://haywardusd-ca.schoolloop.com/fs,,,,0,1,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Hayward Unified,Schafer Park Elementary,26268 Flamingo Ave.,Hayward,CA,94544,37.6430034,-122.0864357,(510) 723-3890,0,mwayne@husd.k12.ca.us,,,,Children DO NOT NEED to be present and NO identification is required.,https://haywardusd-ca.schoolloop.com/fs,,,,0,1,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Hayward Unified,Chavez Middle School,27845 Whitman Street,Hayward,CA,94544,37.6359424,-122.0635072,(510) 723-3890,0,mwayne@husd.k12.ca.us,,,,Children DO NOT NEED to be present and NO identification is required.,https://haywardusd-ca.schoolloop.com/fs,,,,0,1,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Hayward Unified,Treeview Elementary,30565 Treeview Street,Hayward,CA,94544,37.6244493,-122.0380275,(510) 723-3890,0,mwayne@husd.k12.ca.us,,,,Children DO NOT NEED to be present and NO identification is required.,https://haywardusd-ca.schoolloop.com/fs,,,,0,1,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,Hayward Unified,Tyrrell Elementary,27000 Tyrrell Ave.,Hayward,CA,94544,37.638305,-122.0746777,(510) 723-3890,0,mwayne@husd.k12.ca.us,,,,Children DO NOT NEED to be present and NO identification is required.,https://haywardusd-ca.schoolloop.com/fs,,,,0,1,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,11:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,New Haven Unified,Alvarado Elementary School,31100 Fredi Street,Hayward,CA,94541,37.66882,-122.0808,(510) 475-3992,0,superintendant: jthompson@nhusd.k12.ca.us,,,,Mondays(2 breakfasts and lunches) Wednesdays (3 breakfasts and lunches) Students MUST be present & bring grocery bag or cooler,https://www.mynhusd.org/apps/news/article/1189468,,,,0,1,9:00:00 AM - 12:00:00 PM,0,9:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,New Haven Unified,Cesar Chavez Middle School,2801 Hop Ranch Road,Hayward,CA,94541,37.66882,-122.0808,(510) 475-3992,0,superintendant: jthompson@nhusd.k12.ca.us,,,,Mondays(2 breakfasts and lunches) Wednesdays (3 breakfasts and lunches) Students MUST be present & bring grocery bag or cooler,https://www.mynhusd.org/apps/news/article/1189468,,,,0,1,9:00:00 AM - 12:00:00 PM,0,9:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
alameda_county,meal,1,New Haven Unified,Hillview Crest Elem. School,31410 Wheelon Ave.,Hayward,CA,94587,37.6148332,-122.0361867,(510) 475-3992,0,superintendant: jthompson@nhusd.k12.ca.us,,,,Mondays(2 breakfasts and lunches) Wednesdays (3 breakfasts and lunches) Students MUST be present & bring grocery bag or cooler,https://www.mynhusd.org/apps/news/article/1189468,,,,0,1,9:00:00 AM - 12:00:00 PM,0,9:00:00 AM - 12:00:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2020-04-26,,,,,,,0,0
