region,resource,free,provider_name,provider_addloc,address,city,state,zip,lat,lon,contact,call_in_advance,email,instructions,web_link,status,mon,tues,wed,thr,fri,sat,sun,public,seniors,children,homeless,clients,uninsured,residents,quality_check_complete,last_update,updated_by,week_1,week_2,week_3,week_4,week_5
san_mateo_county,groceries,,Ecumenical Hunger Program,,2411 Pulgas Ave,East Palo Alto,CA,94303,,,(650) 323-7781,0,,Drive-thru service.,https://www.ehpcares.org/,1,"Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm","Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm","Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm","Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm","Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm","Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm","Tuesday - Thursday: 
10:00 am - 12:00 pm, 2:30 pm - 4:30 pm",1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_mateo_county,groceries,,WeHOPE,Samaritan House South,1852 Bay Road,East Palo Alto,CA,94303,,,(650) 779-4635,0,,Located at St. Samuel Church,https://www.wehope.org/programs/family-harvest,1,0,12:00 PM - 2:00 PM,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-28T00:00:00Z,SA,,,,,
san_mateo_county,groceries,,Nuestra Casa,"1842 W. Bayshore Rd, East Palo Alto",1842 W. Bayshore Rd,East Palo Alto,CA,94303,,,(650) 330-7411,0,,"First come, first serve.",https://www.nuestracasa.org/s/03262020_Food_English.pdf,1,"1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm",1,0,0,0,0,0,0,0,2020-04-29T00:00:00Z,SA,,,,,
san_mateo_county,groceries,,Nuestra Casa,"4 Newell Ct, East Palo Alto, CA 94303",4 Newell Ct,East Palo Alto,CA,94303,,,(650) 330-7411,0,,"First come, first serve.",https://www.nuestracasa.org/s/03262020_Food_English.pdf,1,"1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm","1st Saturday: 1:00 pm; 3rd Saturday, 1:00 pm",1,0,0,0,0,0,0,0,2020-04-29T00:00:00Z,SA,,,,,
san_mateo_county,groceries,,Nuestra Casa,"1991 Manhattan Ave, East Palo Alto",1991 Manhattan Ave,East Palo Alto,CA,94303,,,(650) 330-7411,0,,"First come, first serve.",https://www.nuestracasa.org/s/03262020_Food_English.pdf,1,"2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm",1,0,0,0,0,0,0,0,2020-04-29T00:00:00Z,SA,,,,,
san_mateo_county,groceries,,Nuestra Casa,"445 East Okeefe St, East Palo Alto",445 East Okeefe St,East Palo Alto,CA,94303,,,(650) 330-7411,0,,"First come, first serve.",https://www.nuestracasa.org/s/03262020_Food_English.pdf,1,"2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm",1,0,0,0,0,0,0,0,2020-04-29T00:00:00Z,SA,,,,,
san_mateo_county,groceries,,Nuestra Casa,"1928 Cooley Ave, East Palo Alto",1928 Cooley Ave,East Palo Alto,CA,94303,,,(650) 330-7411,0,,"First come, first serve.",https://www.nuestracasa.org/s/03262020_Food_English.pdf,1,"2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm","2nd Saturday: 1:00 pm; 4th Saturday, 1:00 pm",1,0,0,0,0,0,0,0,2020-04-29T00:00:00Z,SA,,,,,
san_mateo_county,groceries,,Nuestra Casa,Light Tree Apartents,1805 E Bayshore Road #100,East Palo Alto,CA,94303,,,(650) 330-7411,0,,"- If front of the office of the ""Light Tree Apartments"" complex
- Fresh fruits and vegetables",https://www.nuestracasa.org/s/03262020_Food_English.pdf,1,"1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm","1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm","1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm","1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm","1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm","1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm","1st Wednesday: 2:00 pm - 5:00 pm; 3rd Wednesday, 2:00 pm - 5:00 pm",1,0,0,0,0,0,0,0,2020-04-29T00:00:00Z,SA,,,,,
san_mateo_county,groceries,,Nuestra Casa,Polly Ana Apartments,770 9th Avenue,Redwood City,CA,94063,,,(650) 330-7411,0,,"- At the ""Polly Ana Apartments"" complex
- Fresh fruits and vegetables",https://www.nuestracasa.org/s/03262020_Food_English.pdf,1,"2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm","2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm","2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm","2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm","2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm","2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm","2nd Wednesday: 2:30 pm - 5:30 pm; 4th Wednesday, 2:30 pm - 5:30 pm",1,0,0,0,0,0,0,0,2020-04-29T00:00:00Z,SA,,,,,
san_mateo_county,groceries,,Boys and Girls Club,Peninsula,2031 Pulgas Ave,,CA,,,,(650) 646-6122,0,,"Dinner, groceries",https://www.bgcp.org/covid19,1,0,0,0,0,6:00 PM - 7:00 PM,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_mateo_county,groceries,,Boys and Girls Club,Central Community School,1109 Hilton St Redwood City,,CA,,,,(650) 646-6124,0,,Groceries,https://www.bgcp.org/covid19,1,0,0,6:00 - 7:00 PM,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,SF Marin Food Bank,Bayview Opera House,4705 Third St,San Francisco,CA,94124,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,9:00 AM - 1:00 PM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,SF Marin Food Bank,MLK Middle School,350 Girard Street,San Francisco,CA,94134,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,9:00 AM - 1:00 PM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
,groceries,,SF Marin Food Bank,SF Ballet,333 Fulton Street,San Francisco,CA,94102,,,,0,,,,1,9:00 AM - 1:00 PM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,SF Marin Food Bank,Cesar Chavez Elementary School,825 Shotwell St,San Francisco,CA,94110,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,9:00 AM - 1:00 PM,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
,groceries,,SF Marin Food Bank,Stonestown YMCA,333 Eucalyptus Drive,San Francisco,CA,94132,,,,0,,,,1,0,0,12:00 PM - 4:00 PM,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
,groceries,,SF Marin Food Bank,Cow Palace,2600 Geneva,Daly City,CA,94014,,,,0,,,,1,0,0,0,0,9:00 AM - 1:00 PM,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
,groceries,,SF Marin Food Bank,Minnie and Lovie Ward Rec Center,650 Capitol Ave,San Francisco,CA,94112,,,,0,,,,1,0,0,0,0,0,9:00 AM - 1:00 PM,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,SF Marin Food Bank,James Denman Middle School,241 Oneida St,San Francisco,CA,94112,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,0,9:00 AM - 1:00 PM,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,SF Marin Food Bank,Rosa Park Elementary School,2 Hollis St,San Francisco,CA,94115,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,0,9:00 AM - 1:00 PM,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,SF Marin Food Bank,Francisco Middle School,2190 Powell St,San Francisco,CA,94133,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,0,0,9:00 AM - 1:00 PM,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,SF Marin Food Bank,Mission High School,3750 18th St,San Francisco,CA,94114,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,9:00 AM - 1:00 PM,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,SF Marin Food Bank,Bessie Carmichael Elementary,375 7th St,San Francisco,CA,94103,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,0,0,9:00 AM - 1:00 PM,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,SF Marin Food Bank,Cornerstone Church,6190 3rd Street,San Francisco,CA,94124,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,0,0,12:00 PM - 4:00 PM,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,SF Marin Food Bank,Lincoln High School,2162 24th Ave,,CA,,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,0,0,0,9:00 AM - 1:00 PM,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
marin_county,groceries,,SF Marin Food Bank,Bayside MLK,200 Phillips Drive,Marin City,CA,94965,,,(415) 241-6565,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,0,10:30 AM - 12:30 PM,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
marin_county,groceries,,SF Marin Food Bank,Marin Child Care Council,555 Northgate Drive Suite 105,San Rafael,CA,94903,,,,0,,,,1,0,10:00 AM  - 12:00 PM,0,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
marin_county,groceries,,SF Marin Food Bank,San Geronimo Valley Community Center,1 Lagunitas School Rd,San Geronimo,CA,94963,,,(415) 282-1900,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,0,0,12:00 PM - 2:00 PM,0,0,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
marin_county,groceries,,SF Marin Food Bank,Kerner Drive-through Pantry,2550 Kerner Blvd,San Rafael,CA,94901,,,(415) 282-1900,0,,"No need to show ID or sign in to receive groceries every week.

We ask that you only attend one pantry and send one person per household to pick up groceries.",https://www.sfmfoodbank.org/find-food/,1,0,0,0,0,0,10:00 AM - 2:00 PM,0,1,0,0,0,0,0,0,0,2020-04-30T00:00:00Z,CH,,,,,
san_francisco_county,groceries,,The Richmond Neighborhood Center,,741 30th Avenue,San Francisco,CA,94121,,,(415) 751-6600,0,,Serving the San Francisco Richmond District,https://richmondsf.org/community/food-programs/pantry/,1,4:00 PM - 5:00 PM;,3:30 PM - 4:30 PM; ,0,2:30 PM - 4:00 PM,0,0,0,1,0,0,0,0,0,0,0,2020-05-02T00:00:00Z,SA,,,,,
santa_clara_county,groceries,,The Lord's Pantry,,121 South White,San Jose,CA,95127,,,(408) 258-7563,1,,"On a monthly basis and by referral only, provides three to five days of groceries based on the size of the family. Call to recieve food. Homeless hygeine kits.",https://www.lordspantrygdlcsj.com/,1,9:00 AM - 3:00 PM;,9:00 AM - 3:00 PM;,12:30 PM - 3:00 PM,9:00 AM - 3:00 PM;,9:00 AM - 3:00 PM;,0,0,1,0,0,0,0,0,0,0,,,,,,,
santa_clara_county,groceries,,Santa Maria Urban Ministry,,South Almaden Avenue,San Jose,CA,95110,,,(408) 292-3314,0,,Emergency food distribution.,https://www.santamariasj.org/,1,9:00 AM -11:45 AM; 1ST SATURDAY,9:00 AM -11:45 AM; 1ST SATURDAY,9:00 AM -11:45 AM; 1ST SATURDAY,9:00 AM -11:45 AM; 1ST SATURDAY,9:00 AM -11:45 AM; 1ST SATURDAY,0,0,1,0,0,0,0,0,0,0,,,,,,,
santa_clara_county,groceries,,Our Lady of Refuge San Jose Parish,,2165 Lucretia Avenue,San Jose,CA,95122,,,(408) 715-2278,0,,"Free food market. Website has info in English, Spanish, and Vietnamese",https://www.ourladyofrefugesj.org/,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,
santa_cruz_county,groceries,,Second Harvest Food Bank,Santa Cruz Hotline,,,,,,,(831) 662-0991,0,,Call the number to recieve food.,https://www.thefoodbank.org/find-foodcomida/nutrition-programs/passion-for-produce/,1,Call Number,Call Number,Call Number,Call Number,Call Number,Call Number,Call Number,0,0,0,0,0,0,1,0,,,,,,,
monterey_county,groceries,,Second Harvest Food Bank,Monterey Hotline,,,,,,,(831) 758-1523,0,,Call the number to recieve food.,https://www.thefoodbank.org/find-foodcomida/nutrition-programs/food-for-children/,1,Call Number,Call Number,Call Number,Call Number,Call Number,Call Number,Call Number,0,0,0,0,0,0,1,0,,,,,,,
san_benito_county_county,groceries,,Second Harvest Food Bank,San Benito Hotline,,,,,,,(831) 637-0340,0,,Call the number to recieve food.,https://www.thefoodbank.org/food-distribution-nutrition-education-locations-times/,1,Call Number,Call Number,Call Number,Call Number,Call Number,Call Number,Call Number,0,0,0,0,0,0,1,0,2020-04-26T00:00:00Z,AZ,,,,,
santa_cruz_county,meal,,St. Francis Catholic Kitchen,,205 Mora St.,,CA,,,,(831) 459-6712,0,,"Hot lunch available every weekday. Also available: Hot showers 11:00 am to 12:45 pm, Monday through Friday.
Clothing Boutique, 11:00 am to 1:00 pm, every Monday, Wednesday, and Friday.",https://stfrancissoupkitchen.org/soup-kitchen/,1,12:00 PM - 1:00 PM,12:00 PM - 1:00 PM,12:00 PM - 1:00 PM,12:00 PM - 1:00 PM,12:00 PM - 1:00 PM,0,0,1,0,0,0,0,0,0,0,2020-04-26T00:00:00Z,AZ,,,,,
santa_cruz_county,groceries,,Santa Cruz Bible Church,,440 Frederick St.,,CA,,,,(831) 429-1162,0,,Bags located at the office front desk,https://santacruzbible.org/live-streaming-details/,1,0,10:00 AM - 12:00 PM,0,10:00 AM - 12:00 PM,0,0,0,1,0,0,0,0,0,0,0,2020-04-26T00:00:00Z,AZ,,,,,
santa_cruz_county,groceries,,"Twin Lakes Church ""People’s Pantry""",,2701 Cabrillo College Rd.,,CA,,,,(831) 465-3300,0,,Pre-packaged drive thru services,https://www.tlc.org/peoplespantry/,1,0,0,3:30 PM - 5:30 PM,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26T00:00:00Z,AZ,,,,,
santa_cruz_county,groceries,,Resurrection Catholic Church,,7600 Soquel Drive,,CA,,,,(831) 688-4300,0,,"Groceries and toiletries, Limited financial assistance, Bus passes, Referrals for resource information",https://resurrection-aptos.org/publication/view/4-12-20-e-easter-sunday-bulletin/,1,10:00 AM - 12:00 PM,0,0,0,10:00 AM - 12:00 PM,0,0,1,0,0,0,0,0,0,0,2020-04-26T00:00:00Z,AZ,,,,,
santa_cruz_county,groceries,,San Agustin Church (St. Vincent De Paul),,257 Glenwood Dr.,,CA,,,,(831) 423-0878,0,,Pre-packaged food and food vouchers. Home visits and other assistance offered in response to the Need Line.,https://svdp-santacruz.org/get-help,1,0,0,12 PM - 2:00 PM,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26T00:00:00Z,AZ,,,,,
santa_cruz_county,groceries,,St. Philips Church,,5271 Scotts Valley Dr.,,CA,,,,(831) 438-4360,0,,,https://www.stphilip-sv.net/food-pantry,1,0,0,0,5:00 PM - 6:30 PM,0,0,0,1,0,0,0,0,0,0,0,2020-04-26T00:00:00Z,AZ,,,,,
santa_cruz_county,groceries,,Valley Churches United,,9400 Hwy 9,Ben Lomond,CA,95005,,,(831) 336-8258 ext 232,0,,"Food and some types of emergency assistance, 1st and 3rd Fridays are seniors only, Saturday is for working clients only",https://vcum.org/services/,1,"Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm","Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm","Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm","Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm","Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm","Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm","Tuesday - Thursday: 9:00 am - 12:00 pm;
1st Friday: 9:00 am - 11:00 am; 3rd Friday: 9:00 am - 11:00 am; 
Saturday 10:00 am - 12:00 pm",1,0,0,0,0,0,0,0,2020-04-26T00:00:00Z,AZ,,,,,
santa_cruz_county,groceries,,Santa Cruz County Fairgrounds,,2601 E Lake Ave,Watsonville,CA,95076,,,,0,,"Drive up, get a bag of food. On May 8 and May 29th, the locations will be at the Santa Cruz Boardwalk, not the Fairgrounds. Santa Cruz County residents only. Must bring proof of residence and id. Each family must have a representative",https://tpgonlinedaily.com/second-harvest-food-banks-drive-through-distribution-continues/,1,0,0,0,0,9:00 AM - 1:00 PM,0,0,0,0,0,0,0,0,1,0,2020-04-26T00:00:00Z,AZ,,,,,
santa_cruz_county,groceries,,East Cliff Family Health Center,,21507 E Clilff Drive Santa Cruz,,CA,,,,(831) 427-3500,0,,Working with second harvest food bank to deliver fresh food,https://www.facebook.com/schealthcenters/photos/a.10150869089135182/10163193988225182/?type=3&theater,1,0,0,3:30 PM - 5:00 PM,0,0,0,0,1,0,0,0,0,0,0,0,2020-04-26T00:00:00Z,AZ,,,,,
